date, pm25, pm10, o3, no2, so2, co
2021/9/7, 62, 37, 50, 13, 2, 5
2021/9/8, 79, 35, 63, 9, 2, 5
2021/9/9, 75, 35, 53, 14, 1, 5
2021/9/10, 77, 56, 56, 23, 1, 8
2021/9/11, 119, 48, 62, 13, 1, 7
2021/9/12, 112, 22, 26, 7, , 5
2021/9/13, 62, 18, 22, 7, , 5
2021/9/14, 54, 19, 24, 7, , 4
2021/9/15, 57, 12, 30, 9, , 4
2021/9/16, 34, 25, 32, 15, 1, 6
2021/9/17, 52, 13, 15, 10, 1, 4
2021/9/18, 30, 12, 45, 7, 1, 5
2021/9/19, 25, 31, 62, 12, 1, 6
2021/9/20, 63, 40, 87, 14, 1, 7
2021/9/21, 84, 51, 77, 14, 1, 7
2021/9/22, 103, 39, 24, 10, 1, 5
2021/9/23, 79, 28, 30, 9, 1, 4
2021/9/24, 67, 25, 34, 8, 1, 4
2021/9/25, 64, 13, 21, 6, , 3
2021/9/26, 29, 18, 35, 10, , 5
2021/9/27, 42, 19, 51, 9, , 6
2021/9/28, 40, 31, 56, 15, 1, 7
2021/9/29, 63, 42, 70, 15, 4, 7
2021/9/30, 79, 54, 52, 18, 1, 8
2021/4/1, 31, 38, 27, 15, 1, 4
2021/4/2, 58, 41, 36, 17, 1, 5
2021/4/3, 73, 28, 23, 13, 1, 6
2021/4/4, 52, 34, 14, 15, 1, 8
2021/4/5, 68, 44, 18, 16, 1, 8
2021/4/6, 100, 38, 41, 18, 1, 7
2021/4/7, 79, 35, 31, 18, 1, 5
2021/4/8, 71, 35, 20, 16, 1, 5
2021/4/9, 85, 24, 14, 14, 1, 5
2021/4/10, 70, 34, 28, 14, 1, 5
2021/4/11, 77, 61, 42, 19, 1, 7
2021/4/12, 129, 46, 25, 19, 1, 6
2021/4/13, 106, 23, 32, 13, 1, 4
2021/4/14, 44, 40, 20, 17, 1, 5
2021/4/15, 65, 34, 14, 16, 1, 4
2021/4/16, 58, 44, 16, 22, 1, 9
2021/4/17, 87, 39, 23, 10, , 4
2021/4/18, 61, 55, 11, 18, 1, 5
2021/4/19, 95, 35, 32, 14, 1, 5
2021/4/20, 62, 47, 50, 20, 1, 8
2021/4/21, 93, 77, 37, 26, 2, 10
2021/4/22, 156, 51, 70, 14, 2, 6
2021/4/23, 105, 20, 30, 10, 1, 6
2021/4/24, 24, 16, 38, 7, 1, 3
2021/4/25, 18, 29, 54, 14, 1, 5
2021/4/26, 48, 33, 55, 12, 1, 5
2021/4/27, 69, 46, 39, 9, 1, 3
2021/4/28, 68, 44, 54, 18, 1, 5
2021/4/29, 72, 67, 108, 28, 2, 7
2021/4/30, 127, 60, 106, 20, 2, 6
2021/5/1, 123, 64, 98, 15, 2, 6
2021/5/2, 131, 38, 74, 7, 1, 4
2021/5/3, 82, 60, 25, 12, 1, 4
2021/5/4, 85, 64, 32, 12, 1, 3
2021/5/5, 95, 57, 42, 10, 1, 4
2021/5/6, 95, 52, 51, 13, 2, 5
2021/5/7, 99, 58, 82, 15, 2, 5
2021/5/8, 113, 67, 113, 24, 2, 7
2021/5/9, 138, 58, 42, 22, 1, 6
2021/5/10, 119, 38, 66, 14, 1, 4
2021/5/11, 62, 46, 40, 16, 1, 5
2021/5/12, 92, 50, 31, 21, 1, 6
2021/5/13, 105, 57, 33, 24, 1, 8
2021/5/14, 127, 31, 34, 13, 1, 4
2021/5/15, 54, 19, 35, 15, 1, 3
2021/5/16, 29, 27, 33, 20, 1, 4
2021/5/17, 44, 26, 39, 15, 1, 4
2021/5/18, 58, 44, 74, 19, 1, 6
2021/5/19, 92, 46, 54, 18, 1, 6
2021/5/20, 100, 47, 18, 22, 1, 7
2021/5/21, 99, 38, 29, 16, 1, 6
2021/5/22, 83, 23, 28, 15, 1, 5
2021/5/23, 46, 41, 59, 17, 1, 6
2021/5/24, 69, 41, 19, 20, 1, 6
2021/5/25, 68, 35, 16, 21, 1, 6
2021/5/26, 63, 55, 61, 19, 1, 7
2021/5/27, 129, 54, 77, 18, 1, 6
2021/5/28, 114, 50, 39, 20, 2, 5
2021/5/29, 110, 57, 72, 18, 2, 4
2021/5/30, 107, 62, 92, 20, 1, 5
2021/5/31, 122, 52, 53, 18, 1, 5
2021/6/1, 90, 48, 39, 24, 1, 5
2021/6/2, 89, 27, 29, 13, 1, 2
2021/6/3, 47, 45, 52, 20, 1, 5
2021/6/4, 65, 61, 89, 29, 2, 7
2021/6/5, 93, 74, 126, 33, 2, 9
2021/6/6, 137, 66, 38, 26, 1, 9
2021/6/7, 129, 32, 38, 17, 1, 6
2021/6/8, 61, 26, 41, 13, 1, 7
2021/6/9, 67, 40, 71, 14, 1, 6
2021/6/10, 88, 42, 56, 17, 1, 5
2021/6/11, 82, 69, 26, 34, 1, 8
2021/6/12, 137, 66, 30, 20, 1, 7
2021/6/13, 142, 38, 24, 14, 1, 7
2021/6/14, 91, 31, 36, 12, 1, 7
2021/6/15, 65, 17, 18, 9, 1, 5
2021/6/16, 43, 15, 34, 11, 1, 4
2021/6/17, 33, 28, 44, 14, 1, 4
2021/6/18, 49, 46, 54, 20, 2, 5
2021/6/19, 84, 51, 77, 21, 1, 6
2021/6/20, 94, 62, 71, 30, 2, 8
2021/6/21, 115, 64, 127, 28, 2, 8
2021/6/22, 122, 60, 76, 37, 2, 8
2021/6/23, 124, 43, 33, 18, 1, 7
2021/6/24, 103, 25, 42, 9, 1, 5
2021/6/25, 62, 51, 65, 22, 1, 8
2021/6/26, 94, 49, 58, 18, 1, 7
2021/6/27, 100, 41, 57, 15, 1, 7
2021/6/28, 75, 23, 50, 9, 1, 6
2021/6/29, 39, 35, 60, 17, 1, 6
2021/6/30, 60, 43, 39, 19, 1, 8
2021/1/4, 166, 77, 17, 19, 2, 9
2021/1/5, 156, 60, 7, 19, 1, 7
2021/1/6, 143, 46, 18, 14, 1, 4
2021/1/7, 109, 54, 10, 23, 1, 5
2021/1/8, 122, 69, 5, 24, 1, 6
2021/1/9, 159, 68, 19, 22, 1, 6
2021/1/10, 148, 69, 22, 24, 1, 7
2021/1/11, 126, 82, 17, 33, 2, 10
2021/1/12, 149, 115, 24, 35, 3, 12
2021/1/13, 181, 116, 25, 34, 2, 13
2021/1/14, 190, 114, 32, 35, 2, 11
2021/1/15, 187, 113, 18, 33, 3, 12
2021/1/16, 165, 55, 29, 15, 1, 3
2021/1/17, 81, 53, 25, 20, 1, 4
2021/1/18, 98, 83, 26, 27, 2, 7
2021/1/19, 157, 103, 2, 31, 2, 10
2021/1/20, 175, 94, 21, 31, 2, 10
2021/1/21, 174, 74, 35, 27, 4, 8
2021/1/22, 158, 101, 30, 27, 2, 9
2021/1/23, 181, 91, 11, 25, 2, 10
2021/1/24, 170, 51, 11, 20, 1, 9
2021/1/25, 126, 75, 20, 23, 1, 10
2021/1/26, 153, 69, 19, 22, 1, 9
2021/1/27, 147, 89, 21, 27, 1, 9
2021/1/28, 169, 62, 12, 24, 2, 8
2021/1/29, 149, 54, 27, 20, 1, 7
2021/1/30, 120, 63, 29, 22, 1, 6
2021/1/31, 124, 68, 37, 23, 2, 7
2021/2/1, 147, 85, 8, 34, 2, 9
2021/2/2, 166, 113, 23, 28, 3, 12
2021/2/3, 191, 122, 13, 26, 2, 12
2021/2/4, 209, 56, 32, 20, 1, 7
2021/2/5, 129, 72, 40, 24, 3, 10
2021/2/6, 157, 71, 40, 24, 1, 9
2021/2/7, 150, 74, 37, 26, 2, 9
2021/2/8, 160, 84, 42, 21, 2, 10
2021/2/9, 173, 76, 43, 17, 1, 6
2021/2/10, 168, 92, 42, 16, 2, 7
2021/2/11, 185, 93, 41, 13, 2, 7
2021/2/12, 188, 46, 32, 7, 2, 3
2021/2/13, 116, 47, 37, 9, 1, 4
2021/2/14, 123, 38, 26, 8, 1, 2
2021/2/15, 82, 34, 36, 11, 1, 3
2021/2/16, 68, 39, 34, 14, 1, 3
2021/2/17, 81, 20, 30, 10, 1, 2
2021/2/18, 58, 28, 38, 14, 1, 3
2021/2/19, 68, 56, 41, 22, 1, 6
2021/2/20, 115, 80, 44, 25, 2, 8
2021/2/21, 150, 87, 43, 27, 2, 8
2021/2/22, 161, 83, 54, 29, 1, 8
2021/2/23, 162, 70, 39, 21, 2, 7
2021/2/24, 151, 31, 24, 13, 1, 5
2021/2/25, 76, 26, 19, 15, 2, 5
2021/2/26, 64, 30, 17, 13, 1, 5
2021/2/27, 68, 17, 11, 11, 1, 5
2021/2/28, 33, 36, 27, 14, 1, 5
2021/3/1, 64, 53, 29, 18, 1, 6
2021/3/2, 96, 49, 27, 20, 1, 6
2021/3/3, 110, 61, 13, 26, 2, 8
2021/3/4, 128, 64, 40, 19, 1, 7
2021/3/5, 134, 42, 19, 21, 1, 6
2021/3/6, 91, 34, 16, 17, 1, 6
2021/3/7, 79, 36, 4, 15, 1, 8
2021/3/8, 83, 49, 13, 21, 1, 9
2021/3/9, 109, 50, 16, 19, 1, 7
2021/3/10, 112, 62, 23, 23, 1, 9
2021/3/11, 130, 76, 13, 28, 1, 10
2021/3/12, 158, 75, 32, 28, 1, 11
2021/3/13, 154, 82, 23, 29, 2, 11
2021/3/14, 154, 71, 63, 27, 1, 11
2021/3/15, 140, 83, 66, 28, 2, 12
2021/3/16, 153, 100, 18, 20, 1, 8
2021/3/17, 125, 32, 32, 13, 1, 5
2021/3/18, 64, 27, 11, 14, 1, 5
2021/3/19, 39, 114, 22, 14, 1, 3
2021/3/20, 128, 93, 22, 14, 1, 2
2021/3/21, 101, 83, 24, 17, 2, 3
2021/3/22, 101, 83, 40, 19, 1, 6
2021/3/23, 126, 89, 24, 26, 1, 7
2021/3/24, 140, 86, 8, 30, 1, 7
2021/3/25, 153, 46, 33, 17, 1, 6
2021/3/26, 84, 71, 43, 21, 1, 7
2021/3/27, 100, 108, 60, 28, 2, 9
2021/3/28, 145, 109, 88, 32, 2, 9
2021/3/29, 144, 101, 63, 31, 3, 9
2021/3/30, 146, 29, 32, 11, 1, 5
2021/3/31, 60, 20, 21, 13, 1, 4
2020/10/1, 64, 24, 15, 6, 2, 8
2020/10/2, 60, 20, 16, 9, 2, 7
2020/10/3, 26, 16, 24, 6, 2, 6
2020/10/4, 37, 7, 21, 4, 2, 6
2020/10/5, 16, 10, 17, 7, 2, 6
2020/10/6, 28, 19, 16, 16, , 4
2020/10/7, 53, 36, 13, 16, 2, 5
2020/10/8, 71, 30, 7, 17, 2, 5
2020/10/9, 66, 35, 7, 17, 2, 5
2020/10/10, 69, 59, 8, 19, 3, 6
2020/10/11, 107, 49, 9, 19, 2, 6
2020/10/12, 84, 25, 9, 14, 2, 4
2020/10/13, 42, 20, 12, 14, 2, 4
2020/10/14, 39, 38, 13, 22, 3, 5
2020/10/15, 62, 38, 19, 21, 2, 5
2020/10/16, 70, 35, 25, 15, 2, 4
2020/10/17, 68, 29, 12, 14, 2, 5
2020/10/18, 71, 22, 15, 15, 2, 6
2020/10/19, 56, 23, 15, 14, 2, 5
2020/10/20, 56, 35, 26, 20, 3, 6
2020/10/21, 65, 70, 27, 24, 3, 8
2020/10/22, 138, 84, 7, 37, 3, 11
2020/10/23, 152, 98, 29, 27, 4, 10
2020/10/24, 164, 77, 12, 34, 3, 9
2020/10/25, 142, 84, 9, 35, 3, 10
2020/10/26, 152, 53, 22, 22, 3, 7
2020/10/27, 90, 25, 18, 20, 3, 5
2020/10/28, 41, 57, 27, 25, 3, 7
2020/10/29, 97, 49, 6, 23, , 7
2020/10/30, 94, 51, 7, 23, 3, 8
2020/10/31, 88, 66, 6, 26, 3, 9
2020/11/1, 108, 78, 12, 28, 4, 10
2020/11/2, 137, 53, 22, 19, 3, 7
2020/11/3, 101, 44, 19, 16, 3, 5
2020/11/4, 88, 49, 11, 18, 2, 5
2020/11/5, 106, 65, 14, 23, 3, 9
2020/11/6, 124, 67, 28, 30, 3, 10
2020/11/7, 133, 81, 22, 34, 3, 11
2020/11/8, 151, 77, 34, 26, 3, 9
2020/11/9, 152, 100, 13, 38, 3, 12
2020/11/10, 170, 83, 32, 23, 4, 8
2020/11/11, 163, 82, 23, 27, 5, 9
2020/11/12, 161, 82, 14, 28, 7, 8
2020/11/13, 153, 82, 23, 30, 5, 10
2020/11/14, 161, 95, 20, 30, 6, 8
2020/11/15, 168, 99, 11, 32, 5, 9
2020/11/16, 173, 88, 33, 31, 6, 7
2020/11/17, 166, 67, 16, 31, 3, 7
2020/11/18, 113, 69, 32, 30, 2, 7
2020/11/19, 122, 78, 17, 29, 4, 8
2020/11/20, 134, 44, 11, 18, 2, 6
2020/11/21, 78, 26, 19, 12, 1, 4
2020/11/22, 57, 25, 14, 14, 1, 4
2020/11/23, 59, 44, 1, 20, 1, 6
2020/11/24, 91, 47, 7, 20, 2, 7
2020/11/25, 95, 56, 7, 24, 2, 8
2020/11/26, 106, 65, , 23, 2, 9
2020/11/27, 133, 36, 3, 22, 1, 7
2020/11/28, 85, 62, 2, 23, 1, 8
2020/11/29, 133, 61, 7, 22, 1, 9
2020/11/30, 145, 36, 5, 18, 1, 8
2020/12/1, 98, 47, 5, 18, 1, 8
2020/12/2, 115, 40, 6, 16, 1, 8
2020/12/3, 103, 29, 2, 15, 1, 7
2020/12/4, 79, 36, , 15, 1, 7
2020/12/5, 91, 58, 6, 19, 1, 6
2020/12/6, 143, 50, 7, 20, 1, 7
2020/12/7, 113, 51, 7, 21, 1, 8
2020/12/8, 114, 64, 4, 21, 2, 7
2020/12/9, 147, 64, 5, 20, 1, 8
2020/12/10, 145, 65, 11, 21, 1, 7
2020/12/11, 144, 82, 6, 24, 2, 9
2020/12/12, 164, 76, 15, 21, 2, 8
2020/12/13, 152, 27, 21, 13, 1, 3
2020/12/14, 67, 39, 9, 17, 1, 4
2020/12/15, 93, 37, 4, 18, 1, 5
2020/12/16, 98, 36, 9, 17, 1, 5
2020/12/17, 90, 53, 23, 17, 1, 6
2020/12/18, 123, 62, 18, 23, 2, 6
2020/12/19, 136, 71, 6, 31, 2, 9
2020/12/20, 158, 97, 3, 29, 2, 13
2020/12/21, 175, 69, 14, 28, 2, 9
2020/12/22, 158, 78, 14, 26, 2, 8
2020/12/23, 166, 105, 2, 37, 3, 15
2020/12/24, 181, 100, 1, 30, 3, 10
2020/12/25, 183, 109, 12, 26, 2, 11
2020/12/26, 192, 136, 1, 32, 2, 16
2020/12/27, 226, 126, 5, 24, 2, 12
2020/12/28, 220, 59, 9, 21, 1, 6
2020/12/29, 124, 57, 13, 22, 2, 6
2020/12/30, 109, 56, 10, 24, 1, 4
2020/12/31, 121, 72, 12, 28, 2, 6
2021/1/1, 154, 94, 2, 28, 2, 8
2021/1/2, 173, 75, 21, 21, 2, 7
2021/1/3, 161, 85, 4, 25, 3, 9
2020/7/1, 43, 39, 101, 16, 2, 5
2020/7/2, 63, 34, 71, 12, 2, 4
2020/7/3, 66, 24, 44, 11, 2, 4
2020/7/4, 58, 34, 72, 13, 2, 5
2020/7/5, 74, 31, 73, 8, 1, 
2020/7/6, 66, 42, 47, 15, 2, 5
2020/7/7, 98, 52, 81, 17, 1, 6
2020/7/8, 123, 34, 67, 16, 1, 5
2020/7/9, 75, 35, 27, 18, 1, 4
2020/7/10, 68, 10, 39, 10, 1, 2
2020/7/11, 18, 22, 48, 15, 1, 4
2020/7/12, 39, 34, 61, 17, 3, 5
2020/7/13, 66, 37, 52, 12, 1, 5
2020/7/14, 90, 16, 33, 11, 1, 4
2020/7/15, 27, 14, 15, 13, 1, 4
2020/7/16, 30, 18, 67, 13, 1, 4
2020/7/17, 41, 33, 23, 24, 2, 6
2020/7/18, 55, 32, 72, 18, 1, 4
2020/7/19, 55, 53, 39, 24, 2, 5
2020/7/20, 88, 28, 30, 14, 1, 4
2020/7/21, 63, 38, 42, 14, 1, 5
2020/7/22, 85, 39, 19, 18, 1, 6
2020/7/23, 80, 35, 34, 13, 2, 5
2020/7/24, 66, 14, 15, 11, 1, 5
2020/7/25, 28, 34, 96, 14, 1, 5
2020/7/26, 48, 79, 108, 23, 2, 6
2020/7/27, 116, 75, 110, 20, 3, 6
2020/7/28, 123, 38, 35, 16, 1, 5
2020/7/29, 77, 13, 30, 9, 1, 4
2020/7/30, 41, 9, 21, 9, 1, 5
2020/7/31, 21, 29, 35, 13, 1, 6
2020/8/1, 59, 26, 108, 12, 1, 7
2020/8/2, 61, 37, 49, 16, 1, 8
2020/8/3, 74, 41, 50, 17, 2, 7
2020/8/4, 82, 34, 65, 13, 1, 6
2020/8/5, 67, 49, 76, 14, 1, 7
2020/8/6, 89, 29, 40, 14, 1, 7
2020/8/7, 67, 32, 76, 14, 1, 7
2020/8/8, 64, 42, 122, 15, 2, 6
2020/8/9, 78, 61, 95, 20, 2, 8
2020/8/10, 119, 23, 31, 12, 1, 6
2020/8/11, 53, 7, 28, 8, 1, 4
2020/8/12, 23, 12, 30, 11, 2, 4
2020/8/13, 31, 23, 49, 14, , 5
2020/8/14, 58, 13, 17, 10, 1, 4
2020/8/15, 33, 2, 26, 6, 1, 4
2020/8/16, 10, 18, 26, 8, 2, 4
2020/8/17, 38, 10, 32, 11, 2, 4
2020/8/18, 19, 40, 47, 19, 2, 7
2020/8/19, 95, 61, 68, 22, 2, 9
2020/8/20, 137, 49, 51, 21, 2, 8
2020/8/21, 98, 46, 32, 16, 3, 7
2020/8/22, 103, 30, 31, 14, 2, 6
2020/8/23, 74, 16, 49, 11, 2, 4
2020/8/24, 21, 48, 102, 21, 2, 7
2020/8/25, 80, 58, 92, 26, 2, 7
2020/8/26, 106, 59, 113, 24, 3, 7
2020/8/27, 110, 64, 97, 24, 4, 7
2020/8/28, 127, 24, 119, 16, 2, 5
2020/8/29, 55, 33, 26, 12, 2, 5
2020/8/30, 66, 16, 25, 11, 2, 5
2020/8/31, 34, 38, 36, 18, 2, 6
2020/9/1, 80, 39, 75, 16, 2, 6
2020/9/2, 74, , , , , 
2020/9/4, 128, 70, 27, 27, 3, 9
2020/9/5, 140, 33, 59, 15, 2, 5
2020/9/6, 63, 43, 62, 21, 2, 6
2020/9/7, 76, 53, 41, 25, 2, 7
2020/9/8, 102, 41, 30, 19, 2, 7
2020/9/9, 96, 38, 51, 17, 2, 7
2020/9/10, 73, 44, 23, 20, 3, 7
2020/9/11, 79, 18, 23, 12, , 4
2020/9/12, 53, 24, 26, 12, , 4
2020/9/13, 61, 19, 28, 11, 2, 5
2020/9/14, 45, 41, 28, 21, 2, 6
2020/9/15, 72, 29, 26, 13, 2, 5
2020/9/16, 66, 25, 35, 15, 2, 4
2020/9/17, 45, 37, 39, 22, 2, 5
2020/9/18, 67, 46, 25, 20, 2, 6
2020/9/19, 92, 30, 19, 14, 2, 5
2020/9/20, 72, 25, 9, 16, 2, 5
2020/9/21, 50, 23, 23, 18, 2, 7
2020/9/22, 45, 35, 36, 20, 2, 7
2020/9/23, 66, 33, 17, 16, 2, 6
2020/9/24, 64, 15, 11, 14, 2, 6
2020/9/25, 40, 24, 12, 18, 2, 6
2020/9/26, 57, 19, 11, 18, 2, 7
2020/9/27, 52, 29, 8, 19, 2, 7
2020/9/28, 74, 30, 38, 18, 2, 7
2020/9/29, 68, 36, 22, 14, 2, 7
2020/9/30, 72, 25, 14, 8, 2, 8
2020/4/1, 99, 37, 20, 14, 2, 4
2020/4/2, 79, 11, 16, 10, 2, 4
2020/4/3, 32, 19, 34, 13, 2, 4
2020/4/4, 52, 45, 32, 16, 2, 5
2020/4/5, 104, 57, 15, 18, 2, 5
2020/4/6, 128, 76, 33, 20, 3, 7
2020/4/7, 163, 54, 48, 23, 2, 5
2020/4/8, 120, 62, 56, 32, 2, 7
2020/4/9, 124, 47, 53, 17, 2, 5
2020/4/10, 100, 62, 43, 21, 2, 5
2020/4/11, 94, 89, 46, 29, 2, 6
2020/4/12, 132, 44, 28, 23, 1, 5
2020/4/13, 97, 56, 48, 25, 1, 6
2020/4/14, 127, 91, 45, 30, 3, 10
2020/4/15, 168, 85, 79, 23, 3, 8
2020/4/16, 169, 74, 37, 23, 3, 6
2020/4/17, 117, 41, 56, 10, 2, 5
2020/4/18, 64, 39, 22, 13, 2, 6
2020/4/19, 68, 52, 31, 16, 2, 7
2020/4/20, 95, 35, 31, 12, 2, 5
2020/4/21, 62, 33, 30, 12, 2, 5
2020/4/22, 62, 33, 42, 10, 4, 5
2020/4/23, 68, 48, 48, 14, 2, 6
2020/4/24, 107, 57, 62, 22, 3, 5
2020/4/25, 114, 63, 70, 25, 4, 6
2020/4/26, 124, 63, 69, 28, 2, 6
2020/4/27, 111, 76, 88, 35, 4, 8
2020/4/28, 131, 76, 46, 42, 4, 9
2020/4/29, 137, 53, 78, 20, 2, 7
2020/4/30, 106, 66, 116, 18, 3, 8
2020/5/1, 141, 79, 108, 31, 4, 11
2020/5/2, 141, 77, 115, 30, 4, 11
2020/5/3, 139, 75, 101, 27, 4, 10
2020/5/4, 138, 71, 66, 23, 4, 6
2020/5/5, 135, 69, 112, 18, 3, 6
2020/5/6, 142, 29, 31, 7, 2, 5
2020/5/7, 61, 26, 48, 13, 2, 5
2020/5/8, 34, 31, 31, 12, 2, 2
2020/5/9, 46, 36, 66, 11, 2, 1
2020/5/10, 56, 78, 31, 16, 2, 2
2020/5/11, 106, 78, 18, 26, 2, 4
2020/5/12, 122, 91, 89, 26, 4, 5
2020/5/13, 157, 69, 93, 16, 2, 5
2020/5/14, 147, 76, 112, 17, 2, 6
2020/5/15, 152, 71, 84, 16, 2, 6
2020/5/16, 133, 49, 84, 11, 2, 4
2020/5/17, 83, 60, 97, 19, 3, 3
2020/5/18, 89, 76, 102, 23, 4, 4
2020/5/19, 117, 51, 50, 11, 2, 5
2020/5/20, 100, 42, 35, 16, 2, 5
2020/5/21, 91, 47, 56, 20, 2, 5
2020/5/22, 76, 83, 136, 30, 4, 8
2020/5/23, 146, 26, 27, 13, 2, 4
2020/5/24, 51, 25, 31, 14, 2, 4
2020/5/25, 39, 53, 31, 25, 3, 6
2020/5/26, 99, 32, 46, 18, 2, 3
2020/5/27, 50, 35, 53, 15, 4, 4
2020/5/28, 63, 47, 81, 18, 3, 5
2020/5/29, 86, 62, 99, 28, 3, 7
2020/5/30, 116, 63, 112, 17, 2, 7
2020/5/31, 147, 41, 37, 12, 2, 6
2020/6/1, 77, 29, 53, 14, 2, 4
2020/6/2, 51, 57, 78, 24, 3, 7
2020/6/3, 93, 80, 104, 26, 3, 8
2020/6/4, 120, 80, 123, 22, 4, 6
2020/6/5, 133, 75, 98, 22, 4, 5
2020/6/6, 129, 90, 55, 10, 2, 4
2020/6/7, 126, 40, 43, 14, 2, 4
2020/6/8, 86, 59, 98, 18, 2, 4
2020/6/9, 101, 50, 87, 14, 2, 5
2020/6/10, 96, 60, 45, 15, 2, 6
2020/6/11, 138, 44, 55, 14, 2, 6
2020/6/12, 96, 46, 34, 17, 2, 6
2020/6/13, 77, 51, 59, 17, 3, 6
2020/6/14, 80, 65, 102, 15, 3, 7
2020/6/15, 117, 41, 44, 10, 2, 6
2020/6/16, 77, 14, 31, 10, 2, 6
2020/6/17, 36, 23, 52, 11, 2, 5
2020/6/18, 39, 46, 86, 16, 3, 7
2020/6/19, 89, 38, 31, 10, 2, 6
2020/6/20, 84, 35, 20, 12, 2, 7
2020/6/21, 86, 25, 36, 11, 2, 7
2020/6/22, 64, 27, 86, 12, 2, 5
2020/6/23, 46, 34, 79, 12, 2, 4
2020/6/24, 45, 44, 106, 11, 2, 5
2020/6/25, 70, 22, 37, 7, 2, 5
2020/6/26, 36, 18, 67, 11, , 5
2020/6/27, 31, 24, 66, 12, 2, 7
2020/6/28, 43, 43, 102, 18, 2, 8
2020/6/29, 79, 46, 97, 12, 2, 6
2020/6/30, 89, 19, 30, 10, , 3
2020/1/1, 162, 86, 7, 18, 4, 11
2020/1/2, 166, 68, 17, 18, 2, 11
2020/1/3, 143, 84, 3, 21, 3, 13
2020/1/4, 164, 75, 2, 18, 2, 11
2020/1/5, 160, 83, 1, 21, 2, 14
2020/1/6, 164, 62, 17, 22, 2, 8
2020/1/7, 133, 86, 7, 32, 2, 9
2020/1/8, 156, 72, 4, 24, 2, 8
2020/1/9, 150, 46, 9, 18, 2, 9
2020/1/10, 97, , , , , 
2020/1/12, 155, 73, 5, 24, 6, 10
2020/1/13, 157, 90, 1, 25, 2, 11
2020/1/14, 169, 48, 1, 13, 1, 8
2020/1/15, 117, 47, 14, 13, 1, 9
2020/1/16, 106, 62, 2, 19, 2, 9
2020/1/17, 145, 65, 9, 16, 2, 9
2020/1/18, 154, 54, 27, 16, 1, 8
2020/1/19, 128, 76, 20, 21, 3, 9
2020/1/20, 163, 75, 22, 18, 2, 9
2020/1/21, 165, 83, 21, 20, 2, 11
2020/1/22, 173, 79, 10, 18, 1, 9
2020/1/23, 174, 47, 25, 9, 2, 7
2020/1/24, 119, 45, 29, 9, 2, 7
2020/1/25, 127, 40, 19, 10, 2, 7
2020/1/26, 110, 37, 14, 8, 1, 8
2020/1/27, 98, 48, 13, 10, 1, 8
2020/1/28, 143, 45, 19, 12, 1, 6
2020/1/29, 130, 51, 17, 13, 1, 7
2020/1/30, 137, 43, 13, 9, 1, 5
2020/1/31, 132, 43, 9, 8, 1, 5
2020/2/1, 130, 40, 16, 10, 1, 5
2020/2/2, 115, 27, 21, 10, 1, 4
2020/2/3, 96, 36, 21, 10, 1, 5
2020/2/4, 105, 52, 16, 9, 2, 5
2020/2/5, 140, 26, 23, 6, 1, 4
2020/2/6, 81, 40, 12, 8, 1, 6
2020/2/7, 114, 46, 15, 10, 2, 7
2020/2/8, 130, 41, 24, 8, 1, 6
2020/2/9, 111, 34, 24, 9, 1, 6
2020/2/10, 92, 52, 25, 8, 2, 7
2020/2/11, 135, 72, 23, 10, 2, 8
2020/2/12, 167, 69, 27, 9, 2, 8
2020/2/13, 165, 68, 22, 7, 2, 7
2020/2/14, 140, 76, 21, 4, 1, 3
2020/2/15, 75, 51, 26, 6, 1, 4
2020/2/16, 76, 52, 21, 8, 2, 5
2020/2/17, 99, 60, 23, 9, 2, 5
2020/2/18, 129, 49, 27, 6, 1, 4
2020/2/19, 117, 52, 23, 7, 2, 4
2020/2/20, 131, 53, 34, 8, 1, 5
2020/2/21, 113, 68, 14, 12, 1, 6
2020/2/22, 149, 77, 20, 12, 2, 6
2020/2/23, 162, 78, 38, 11, 2, 7
2020/2/24, 164, 64, 42, 11, 2, 7
2020/2/25, 150, 77, 43, 13, 2, 7
2020/2/26, 165, 86, 22, 13, 2, 8
2020/2/27, 175, 28, 31, 9, 2, 6
2020/2/28, 64, 45, 46, 14, 2, 6
2020/2/29, 100, 65, 23, 15, 2, 6
2020/3/1, 122, 29, 26, 8, 1, 4
2020/3/2, 60, 37, 17, 13, , 4
2020/3/3, 74, 35, 32, 11, 1, 4
2020/3/4, 68, 50, 21, 11, 2, 6
2020/3/5, 109, 53, 25, 10, 1, 6
2020/3/6, 130, 59, 38, 12, 2, 7
2020/3/7, 135, 68, 27, 12, 3, 7
2020/3/8, 148, 70, 23, 13, 2, 5
2020/3/9, 98, 46, 19, 10, 2, 3
2020/3/10, 72, 59, 34, 13, 2, 3
2020/3/11, 96, 78, 26, 17, 3, 4
2020/3/12, 143, 91, 28, 16, 2, 5
2020/3/13, 139, 102, 15, 23, 3, 6
2020/3/14, 146, 96, 26, 21, 3, 6
2020/3/15, 148, 39, 21, 10, 2, 4
2020/3/16, 73, 39, 38, 17, 2, 4
2020/3/17, 66, 77, 39, 32, 3, 8
2020/3/18, 130, 56, 43, 19, 3, 5
2020/3/19, 95, 76, 62, 26, 4, 7
2020/3/20, 127, 75, 70, 24, 5, 7
2020/3/21, 132, 52, 38, 17, 2, 6
2020/3/22, 101, 74, 61, 21, 3, 7
2020/3/23, 137, 94, 58, 27, 2, 8
